date,store_id,item_id,price,promotion,holiday,season,sales
2024-06-03,101,1,27.33,0,0,Summer,39
2024-06-04,101,1,68.01,0,0,Summer,56
2024-06-05,101,1,57.72,0,0,Summer,85
2024-06-06,101,1,66.33,0,0,Summer,24
2024-06-07,101,1,11.91,0,0,Summer,88
2024-06-08,101,1,17.97,0,0,Summer,58
2024-06-09,101,1,45.85,0,0,Summer,84
2024-06-10,101,1,35.85,0,0,Summer,68
2024-06-11,101,1,91.93,0,0,Summer,79
2024-06-12,101,1,80.77,0,1,Summer,97
2024-06-13,101,1,52.07,1,1,Summer,91
2024-06-14,101,1,13.31,0,0,Summer,101
2024-06-15,101,1,29.47,1,0,Summer,41
2024-06-16,101,1,23.85,0,0,Summer,66
2024-06-17,101,1,63.36,0,0,Summer,28
2024-06-18,101,1,13.19,0,0,Summer,26
2024-06-19,101,1,46.76,0,0,Summer,48
2024-06-20,101,1,71.49,0,0,Summer,32
2024-06-21,101,1,91.59,1,0,Summer,69
2024-06-22,101,1,69.26,1,0,Summer,66
2024-06-23,101,1,93.71,0,0,Summer,60
2024-06-24,101,1,84.32,1,0,Summer,77
2024-06-25,101,1,83.62,0,0,Summer,70
2024-06-26,101,1,66.86,0,1,Summer,43
2024-06-27,101,1,21.56,0,0,Summer,81
2024-06-28,101,1,77.83,0,0,Summer,82
2024-06-29,101,1,37.09,0,0,Summer,39
2024-06-30,101,1,86.72,0,0,Summer,80
2024-07-01,101,1,63.5,0,0,Summer,53
2024-07-02,101,1,34.63,0,0,Summer,91
2024-07-03,101,1,84.33,1,0,Summer,49
2024-07-04,101,1,96.69,0,0,Summer,43
2024-07-05,101,1,78.41,1,1,Summer,114
2024-07-06,101,1,12.8,0,0,Summer,51
2024-07-07,101,1,97.14,1,0,Summer,63
2024-07-08,101,1,12.93,0,0,Summer,77
2024-07-09,101,1,20.56,0,0,Summer,40
2024-07-10,101,1,62.38,0,0,Summer,59
2024-07-11,101,1,11.05,0,0,Summer,103
2024-07-12,101,1,95.74,0,0,Summer,48
2024-07-13,101,1,31.78,0,0,Summer,29
2024-07-14,101,1,94.71,0,0,Summer,33
2024-07-15,101,1,84.21,1,0,Summer,66
2024-07-16,101,1,13.71,0,0,Summer,59
2024-07-17,101,1,63.53,0,0,Summer,86
2024-07-18,101,1,82.16,1,0,Summer,117
2024-07-19,101,1,63.77,0,0,Summer,34
2024-07-20,101,1,88.46,0,0,Summer,28
2024-07-21,101,1,88.46,0,0,Summer,67
2024-07-22,101,1,27.96,1,0,Summer,87
2024-07-23,101,1,75.45,0,0,Summer,32
2024-07-24,101,1,56.26,0,0,Summer,42
2024-07-25,101,1,68.95,0,0,Summer,80
2024-07-26,101,1,75.98,0,0,Summer,15
2024-07-27,101,1,26.29,0,1,Summer,67
2024-07-28,101,1,62.15,0,0,Summer,78
2024-07-29,101,1,45.91,0,0,Summer,89
2024-07-30,101,1,50.84,0,1,Summer,113
2024-07-31,101,1,50.39,0,0,Summer,78
2024-08-01,101,1,42.33,1,0,Summer,75
2024-08-02,101,1,80.36,0,0,Summer,61
2024-08-03,101,1,34.28,0,0,Summer,24
2024-08-04,101,1,20.99,1,0,Summer,65
2024-08-05,101,1,98.8,0,0,Summer,72
2024-08-06,101,1,32.88,1,0,Summer,86
2024-08-07,101,1,73.42,0,0,Summer,31
2024-08-08,101,1,31.11,0,0,Summer,24
2024-08-09,101,1,65.61,0,0,Summer,64
2024-08-10,101,1,92.68,0,0,Summer,99
2024-08-11,101,1,14.34,0,1,Summer,100
2024-08-12,101,1,18.14,1,0,Summer,80
2024-08-13,101,1,78.61,0,0,Summer,19
2024-08-14,101,1,68.42,0,0,Summer,100
2024-08-15,101,1,50.38,0,0,Summer,41
2024-08-16,101,1,64.31,0,0,Summer,50
2024-08-17,101,1,86.25,0,1,Summer,54
2024-08-18,101,1,58.02,0,0,Summer,27
2024-08-19,101,1,10.68,0,0,Summer,64
2024-08-20,101,1,27.74,0,0,Summer,43
2024-08-21,101,1,57.9,0,1,Summer,91
2024-08-22,101,1,97.91,0,0,Summer,52
2024-08-23,101,1,33.09,0,0,Summer,84
2024-08-24,101,1,43.62,0,0,Summer,88
2024-08-25,101,1,25.73,0,0,Summer,39
2024-08-26,101,1,33.01,0,0,Summer,94
2024-08-27,101,1,66.15,0,0,Summer,60
2024-08-28,101,1,87.65,0,0,Summer,85
2024-08-29,101,1,30.88,0,0,Summer,49
2024-08-30,101,1,22.28,0,1,Summer,95
2024-08-31,101,1,40.7,0,0,Summer,48
2024-09-01,101,1,34.67,0,0,Fall,84
2024-09-02,101,1,56.72,0,0,Fall,83
2024-09-03,101,1,89.21,0,0,Fall,53
2024-09-04,101,1,44.06,0,0,Fall,23
2024-09-05,101,1,15.41,0,0,Fall,54
2024-09-06,101,1,18.7,0,0,Fall,67
2024-09-07,101,1,81.59,0,0,Fall,27
2024-09-08,101,1,18.02,0,0,Fall,52
2024-09-09,101,1,15.68,0,0,Fall,31
2024-09-10,101,1,37.5,1,0,Fall,23
2024-09-11,101,1,61.71,0,0,Fall,74
2024-09-12,101,1,44.26,0,0,Fall,55
2024-09-13,101,1,29.08,0,0,Fall,46
2024-09-14,101,1,84.02,1,0,Fall,107
2024-09-15,101,1,90.84,0,0,Fall,42
2024-09-16,101,1,53.04,0,0,Fall,44
2024-09-17,101,1,20.98,0,0,Fall,90
2024-09-18,101,1,68.52,0,0,Fall,48
2024-09-19,101,1,15.23,0,0,Fall,24
2024-09-20,101,1,16.72,0,0,Fall,90
2024-09-21,101,1,55.85,0,0,Fall,28
2024-09-22,101,1,86.32,0,0,Fall,76
2024-09-23,101,1,43.1,0,0,Fall,79
2024-09-24,101,1,53.32,0,0,Fall,18
2024-09-25,101,1,27.07,0,0,Fall,102
2024-09-26,101,1,53.91,1,1,Fall,102
2024-09-27,101,1,33.94,0,0,Fall,77
2024-09-28,101,1,96.06,1,0,Fall,78
2024-09-29,101,1,71.93,0,0,Fall,86
2024-09-30,101,1,84.26,0,0,Fall,74
2024-10-01,101,1,65.25,1,0,Fall,45
2024-10-02,101,1,13.42,0,0,Fall,80
2024-10-03,101,1,11.09,0,0,Fall,15
2024-10-04,101,1,80.55,1,1,Fall,63
2024-10-05,101,1,78.79,0,0,Fall,77
2024-10-06,101,1,44.37,0,0,Fall,22
2024-10-07,101,1,16.23,0,0,Fall,64
2024-10-08,101,1,77.33,0,0,Fall,19
2024-10-09,101,1,63.87,0,0,Fall,21
2024-10-10,101,1,70.84,0,1,Fall,54
2024-10-11,101,1,87.52,0,0,Fall,39
2024-10-12,101,1,77.34,0,1,Fall,49
2024-10-13,101,1,59.05,0,0,Fall,41
2024-10-14,101,1,53.96,0,1,Fall,118
2024-10-15,101,1,76.91,0,0,Fall,101
2024-10-16,101,1,32.2,0,0,Fall,28
2024-10-17,101,1,89.18,0,0,Fall,89
2024-10-18,101,1,41.98,0,0,Fall,60
2024-10-19,101,1,13.18,0,0,Fall,47
2024-10-20,101,1,43.15,1,1,Fall,113
2024-10-21,101,1,22.4,0,0,Fall,37
2024-10-22,101,1,53.29,0,0,Fall,61
2024-10-23,101,1,14.75,0,0,Fall,107
2024-10-24,101,1,16.94,1,0,Fall,96
2024-10-25,101,1,80.98,0,0,Fall,90
2024-10-26,101,1,15.63,0,0,Fall,72
2024-10-27,101,1,25.61,0,0,Fall,87
2024-10-28,101,1,44.54,0,0,Fall,33
2024-10-29,101,1,40.11,0,0,Fall,88
2024-10-30,101,1,48.67,1,0,Fall,68
2024-10-31,101,1,51.24,0,0,Fall,82
2024-11-01,101,1,15.16,0,0,Fall,28
2024-11-02,101,1,52.49,0,1,Fall,95
2024-11-03,101,1,78.35,0,0,Fall,28
2024-11-04,101,1,13.03,0,0,Fall,76
2024-11-05,101,1,75.92,0,0,Fall,30
2024-11-06,101,1,84.51,1,0,Fall,49
2024-11-07,101,1,97.48,0,0,Fall,49
2024-11-08,101,1,32.59,0,0,Fall,46
2024-11-09,101,1,73.71,0,0,Fall,47
2024-11-10,101,1,48.58,0,0,Fall,83
2024-11-11,101,1,68.59,0,0,Fall,96
2024-11-12,101,1,98.03,0,0,Fall,55
2024-11-13,101,1,77.87,0,0,Fall,35
2024-11-14,101,1,31.49,1,0,Fall,115
2024-11-15,101,1,69.11,0,0,Fall,60
2024-11-16,101,1,28.34,0,1,Fall,83
2024-11-17,101,1,67.84,0,0,Fall,51
2024-11-18,101,1,24.94,0,0,Fall,59
2024-11-19,101,1,13.0,0,0,Fall,61
2024-11-20,101,1,49.63,0,0,Fall,51
2024-11-21,101,1,21.02,1,0,Fall,60
2024-11-22,101,1,48.47,0,0,Fall,58
2024-11-23,101,1,44.11,1,0,Fall,63
2024-11-24,101,1,98.93,0,0,Fall,62
2024-11-25,101,1,31.99,1,0,Fall,43
2024-11-26,101,1,50.53,0,0,Fall,60
2024-11-27,101,1,85.94,0,0,Fall,48
2024-11-28,101,1,39.26,0,0,Fall,53
2024-11-29,101,1,67.86,1,0,Fall,26
2024-11-30,101,1,78.68,0,0,Fall,58
2024-12-01,101,1,69.85,0,0,Winter,37
2024-12-02,101,1,19.99,0,0,Winter,30
2024-12-03,101,1,82.21,0,0,Winter,90
2024-12-04,101,1,96.96,0,0,Winter,46
2024-12-05,101,1,75.4,0,1,Winter,79
2024-12-06,101,1,20.82,0,0,Winter,57
2024-12-07,101,1,36.99,0,0,Winter,35
2024-12-08,101,1,88.95,0,0,Winter,89
2024-12-09,101,1,62.45,0,0,Winter,92
2024-12-10,101,1,63.91,0,0,Winter,41
2024-12-11,101,1,17.4,0,0,Winter,87
2024-12-12,101,1,90.33,0,0,Winter,64
2024-12-13,101,1,21.85,0,0,Winter,51
2024-12-14,101,1,34.44,1,0,Winter,90
2024-12-15,101,1,13.58,1,0,Winter,35
2024-12-16,101,1,66.03,0,0,Winter,77
2024-12-17,101,1,10.69,0,0,Winter,54
2024-12-18,101,1,51.66,1,0,Winter,68
2024-12-19,101,1,17.84,1,0,Winter,79
2024-12-20,101,1,88.68,0,0,Winter,39
2024-12-21,101,1,75.69,0,0,Winter,62
2024-12-22,101,1,37.84,0,0,Winter,84
2024-12-23,101,1,20.3,0,0,Winter,70
2024-12-24,101,1,47.71,0,0,Winter,57
2024-12-25,101,1,89.92,0,0,Winter,81
2024-12-26,101,1,65.13,0,1,Winter,41
2024-12-27,101,1,99.21,0,0,Winter,22
2024-12-28,101,1,53.74,0,0,Winter,50
2024-12-29,101,1,44.87,1,0,Winter,60
2024-12-30,101,1,37.57,0,0,Winter,57
2024-12-31,101,1,18.9,0,0,Winter,49
2024-01-01,101,2,73.5,0,0,Winter,44
2024-01-02,101,2,41.13,0,0,Winter,26
2024-01-03,101,2,10.6,0,0,Winter,53
2024-01-04,101,2,62.22,0,0,Winter,82
2024-01-05,101,2,53.7,0,0,Winter,49
2024-01-06,101,2,47.27,0,1,Winter,75
2024-01-07,101,2,36.03,0,0,Winter,24
2024-01-08,101,2,98.56,0,0,Winter,26
2024-01-09,101,2,58.73,0,0,Winter,44
2024-01-10,101,2,37.21,1,0,Winter,100
2024-01-11,101,2,84.76,0,0,Winter,66
2024-01-12,101,2,46.16,0,0,Winter,26
2024-01-13,101,2,45.56,0,0,Winter,56
2024-01-14,101,2,63.92,0,0,Winter,30
2024-01-15,101,2,81.15,1,0,Winter,78
2024-01-16,101,2,95.42,0,1,Winter,94
2024-01-17,101,2,43.78,1,0,Winter,84
2024-01-18,101,2,42.6,0,1,Winter,58
2024-01-19,101,2,84.48,1,0,Winter,93
2024-01-20,101,2,10.29,1,0,Winter,72
2024-01-21,101,2,50.35,0,0,Winter,94
2024-01-22,101,2,12.75,0,1,Winter,118
2024-01-23,101,2,83.78,0,0,Winter,65
2024-01-24,101,2,40.76,0,0,Winter,92
2024-01-25,101,2,79.2,0,0,Winter,35
2024-01-26,101,2,46.68,0,0,Winter,47
2024-01-27,101,2,82.74,0,0,Winter,95
2024-01-28,101,2,73.64,0,0,Winter,39
2024-01-29,101,2,29.0,0,0,Winter,77
2024-01-30,101,2,52.88,1,0,Winter,75
2024-01-31,101,2,42.2,1,0,Winter,65
2024-02-01,101,2,16.46,0,0,Winter,95
2024-02-02,101,2,82.36,0,0,Winter,70
2024-02-03,101,2,22.04,0,0,Winter,28
2024-02-04,101,2,27.01,0,0,Winter,99
2024-02-05,101,2,94.64,0,0,Winter,63
2024-02-06,101,2,87.99,0,0,Winter,74
2024-02-07,101,2,71.83,1,0,Winter,83
2024-02-08,101,2,10.39,0,0,Winter,79
2024-02-09,101,2,36.82,1,0,Winter,39
2024-02-10,101,2,54.87,1,0,Winter,37
2024-02-11,101,2,87.31,0,0,Winter,96
2024-02-12,101,2,43.4,0,0,Winter,36
2024-02-13,101,2,93.77,0,0,Winter,70
2024-02-14,101,2,45.56,0,0,Winter,20
2024-02-15,101,2,56.43,0,0,Winter,35
2024-02-16,101,2,92.0,0,0,Winter,70
2024-02-17,101,2,91.55,0,0,Winter,39
2024-02-18,101,2,70.98,1,0,Winter,52
2024-02-19,101,2,16.87,1,0,Winter,103
2024-02-20,101,2,39.89,0,0,Winter,48
2024-02-21,101,2,36.98,0,0,Winter,79
2024-02-22,101,2,59.23,1,0,Winter,30
2024-02-23,101,2,15.91,0,0,Winter,67
2024-02-24,101,2,70.45,0,0,Winter,47
2024-02-25,101,2,28.45,0,0,Winter,35
2024-02-26,101,2,80.32,0,0,Winter,91
2024-02-27,101,2,33.39,0,0,Winter,85
2024-02-28,101,2,58.49,0,0,Winter,76
2024-02-29,101,2,14.01,0,0,Winter,29
2024-03-01,101,2,55.05,0,0,Spring,56
2024-03-02,101,2,48.95,0,0,Spring,79
2024-03-03,101,2,14.5,0,0,Spring,22
2024-03-04,101,2,54.84,0,0,Spring,91
2024-03-05,101,2,25.85,0,1,Spring,59
2024-03-06,101,2,74.65,0,0,Spring,27
2024-03-07,101,2,60.86,0,0,Spring,65
2024-03-08,101,2,82.73,1,0,Spring,71
2024-03-09,101,2,48.58,0,0,Spring,91
2024-03-10,101,2,77.88,0,0,Spring,82
2024-03-11,101,2,44.77,0,1,Spring,117
2024-03-12,101,2,12.48,1,1,Spring,115
2024-03-13,101,2,25.77,0,0,Spring,58
2024-03-14,101,2,39.37,0,0,Spring,22
2024-03-15,101,2,86.13,0,1,Spring,101
2024-03-16,101,2,32.98,0,0,Spring,41
2024-03-17,101,2,16.21,0,0,Spring,51
2024-03-18,101,2,75.41,1,0,Spring,60
2024-03-19,101,2,58.52,0,0,Spring,20
2024-03-20,101,2,47.49,0,0,Spring,71
2024-03-21,101,2,37.38,1,0,Spring,96
2024-03-22,101,2,37.26,1,0,Spring,72
2024-03-23,101,2,21.28,0,0,Spring,41
2024-03-24,101,2,47.3,0,0,Spring,47
2024-03-25,101,2,62.54,0,0,Spring,39
2024-03-26,101,2,78.31,0,0,Spring,65
2024-03-27,101,2,97.52,0,0,Spring,89
2024-03-28,101,2,75.61,1,0,Spring,111
2024-03-29,101,2,41.08,1,0,Spring,68
2024-03-30,101,2,38.08,0,0,Spring,70
2024-03-31,101,2,11.45,0,1,Spring,81
2024-04-01,101,2,31.15,1,0,Spring,65
2024-04-02,101,2,14.65,0,1,Spring,42
2024-04-03,101,2,95.72,1,0,Spring,49
2024-04-04,101,2,66.25,1,0,Spring,95
2024-04-05,101,2,84.95,0,0,Spring,97
2024-04-06,101,2,11.78,0,0,Spring,97
2024-04-07,101,2,46.41,0,0,Spring,18
2024-04-08,101,2,70.98,0,0,Spring,78
2024-04-09,101,2,66.91,0,0,Spring,45
2024-04-10,101,2,39.27,0,1,Spring,94
2024-04-11,101,2,46.32,1,0,Spring,93
2024-04-12,101,2,16.66,0,0,Spring,68
2024-04-13,101,2,97.17,0,0,Spring,21
2024-04-14,101,2,48.73,1,0,Spring,51
2024-04-15,101,2,96.85,0,0,Spring,84
2024-04-16,101,2,38.16,0,0,Spring,90
2024-04-17,101,2,14.54,0,0,Spring,42
2024-04-18,101,2,50.52,0,0,Spring,69
2024-04-19,101,2,19.17,0,1,Spring,76
2024-04-20,101,2,82.65,1,0,Spring,73
2024-04-21,101,2,65.2,0,0,Spring,52
2024-04-22,101,2,68.86,0,0,Spring,57
2024-04-23,101,2,41.94,0,1,Spring,96
2024-04-24,101,2,17.3,0,0,Spring,79
2024-04-25,101,2,28.03,1,0,Spring,73
2024-04-26,101,2,36.23,0,1,Spring,96
2024-04-27,101,2,90.58,0,0,Spring,56
2024-04-28,101,2,88.64,0,0,Spring,66
2024-04-29,101,2,55.01,0,0,Spring,45
2024-04-30,101,2,52.26,0,0,Spring,19
2024-05-01,101,2,33.42,0,0,Spring,17
2024-05-02,101,2,69.78,0,0,Spring,50
2024-05-03,101,2,93.21,1,0,Spring,73
2024-05-04,101,2,16.9,0,0,Spring,44
2024-05-05,101,2,55.51,0,0,Spring,22
2024-05-06,101,2,55.28,0,0,Spring,82
2024-05-07,101,2,49.53,1,0,Spring,109
2024-05-08,101,2,74.97,0,0,Spring,34
2024-05-09,101,2,36.71,0,0,Spring,82
2024-05-10,101,2,90.18,0,0,Spring,54
2024-05-11,101,2,32.08,0,0,Spring,62
2024-05-12,101,2,61.47,0,0,Spring,30
2024-05-13,101,2,77.82,0,0,Spring,28
2024-05-14,101,2,57.93,1,0,Spring,44
2024-05-15,101,2,56.11,0,1,Spring,63
2024-05-16,101,2,55.7,1,0,Spring,53
2024-05-17,101,2,74.32,1,0,Spring,107
2024-05-18,101,2,85.9,1,0,Spring,87
2024-05-19,101,2,46.41,0,0,Spring,93
2024-05-20,101,2,82.32,0,0,Spring,23
2024-05-21,101,2,98.35,1,0,Spring,60
2024-05-22,101,2,99.75,1,0,Spring,105
2024-05-23,101,2,73.6,0,0,Spring,69
2024-05-24,101,2,10.75,0,0,Spring,92
2024-05-25,101,2,59.36,1,0,Spring,73
2024-05-26,101,2,56.9,0,0,Spring,32
2024-05-27,101,2,69.62,0,0,Spring,86
2024-05-28,101,2,64.49,0,0,Spring,48
2024-05-29,101,2,74.48,0,0,Spring,86
2024-05-30,101,2,63.98,0,0,Spring,31
2024-05-31,101,2,44.45,0,0,Spring,103
2024-06-01,101,2,72.31,0,0,Summer,81
2024-06-02,101,2,51.68,0,0,Summer,22
2024-06-03,101,2,69.58,0,0,Summer,49
2024-06-04,101,2,77.31,0,0,Summer,92
2024-06-05,101,2,47.37,0,0,Summer,17
2024-06-06,101,2,28.1,0,0,Summer,69
2024-06-07,101,2,18.49,0,0,Summer,50
2024-06-08,101,2,39.4,0,1,Summer,80
2024-06-09,101,2,13.63,1,0,Summer,109
2024-06-10,101,2,38.1,0,0,Summer,91
2024-06-11,101,2,78.61,0,0,Summer,48
2024-06-12,101,2,62.82,0,0,Summer,22
2024-06-13,101,2,70.85,0,0,Summer,88
2024-06-14,101,2,65.67,0,0,Summer,52
2024-06-15,101,2,87.49,0,0,Summer,70
2024-06-16,101,2,70.98,0,0,Summer,54
2024-06-17,101,2,67.98,0,0,Summer,40
2024-06-18,101,2,26.14,0,0,Summer,80
2024-06-19,101,2,15.45,0,1,Summer,81
2024-06-20,101,2,53.96,1,0,Summer,46
2024-06-21,101,2,67.83,0,0,Summer,87
2024-06-22,101,2,30.77,0,0,Summer,46
2024-06-23,101,2,29.01,1,0,Summer,85
2024-06-24,101,2,90.76,1,0,Summer,118
2024-06-25,101,2,40.18,1,0,Summer,110
2024-06-26,101,2,16.39,0,0,Summer,49
2024-06-27,101,2,16.73,0,1,Summer,54
2024-06-28,101,2,24.0,0,0,Summer,59
2024-06-29,101,2,21.67,0,0,Summer,76
2024-06-30,101,2,23.22,0,0,Summer,49
2024-07-01,101,2,82.34,0,0,Summer,46
2024-07-02,101,2,53.91,0,0,Summer,48
2024-07-03,101,2,42.74,0,0,Summer,79
2024-07-04,101,2,38.25,0,0,Summer,84
2024-07-05,101,2,43.43,1,0,Summer,57
2024-07-06,101,2,42.53,0,0,Summer,93
2024-07-07,101,2,47.45,0,0,Summer,38
2024-07-08,101,2,30.68,0,0,Summer,72
2024-07-09,101,2,21.85,0,0,Summer,40
2024-07-10,101,2,97.29,0,1,Summer,111
